# Registro degli identificativi di requisito - Telemedic
#
# Risponde ai criteri 3 e 4 del traguardo T-01 della roadmap
# (docs/09_roadmap/02-traguardi.md). È un giornale di eventi in SOLA AGGIUNTA,
# non una tabella di stati: non si modifica né si cancella mai una riga
# esistente, si aggiunge un nuovo evento. Il formato completo, la regola di
# sola aggiunta, il calcolo dello stato e il divieto di riuso sono descritti
# in registro/README.md, che ogni lettore - umano o automatico - deve leggere
# prima di usare questo file.
#
# Formato: TSV (separatore TAB), prima riga di intestazione con i nomi delle
# colonne. Le righe che iniziano con '#' sono commenti e vanno ignorate da
# ogni lettore automatico.
#
# Colonne, in quest'ordine esatto:
#   data            ISO AAAA-MM-GG
#   identificativo  forma esatta usata nel corpus, es. RF-001 (non normalizzata)
#   evento          "introdotto" oppure "ritirato"
#   fonte           percorso, dalla radice del repository, del file in cui
#                   l'identificativo è definito; se la definizione non è
#                   individuabile, il file con più occorrenze (vedi nota)
#   nota            testo libero, può essere vuoto; mai un carattere TAB
#
# Popolato per la prima volta il 2026-08-26. Per tutti gli identificativi già
# esistenti a quella data, l'evento "introdotto" porta la data 2026-08-26,
# che è la data di istituzione del registro e non la data reale di
# assegnazione (sconosciuta per gli identificativi della fase di ricerca:
# vedi registro/README.md, § difetti).
data	identificativo	evento	fonte	nota
2026-08-26	BR-038	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-039	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-040	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-041	introdotto	docs/05_domain/01-linguaggio-ubiquo.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-042	introdotto	docs/05_domain/01-linguaggio-ubiquo.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-043	introdotto	docs/05_domain/04-documenti-clinici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-044	introdotto	docs/10_fondamenti/11-fondamenti-informatici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-047	introdotto	docs/05_domain/01-linguaggio-ubiquo.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-048	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-049	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-050	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-051	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-052	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-056	introdotto	docs/05_domain/04-documenti-clinici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-060	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	BR-061	introdotto	docs/10_fondamenti/11-fondamenti-informatici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-062	introdotto	docs/03_functional/01-attori-e-ruoli.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 6 file, scelto il primo in ordine alfabetico
2026-08-26	BR-063	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-064	introdotto	docs/05_domain/04-documenti-clinici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-065	introdotto	docs/05_domain/04-documenti-clinici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-066	introdotto	docs/03_functional/01-attori-e-ruoli.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-067	introdotto	docs/03_functional/01-attori-e-ruoli.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-068	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-069	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-070	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-071	introdotto	docs/10_fondamenti/11-fondamenti-informatici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-072	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	BR-075	introdotto	docs/03_functional/01-attori-e-ruoli.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	BR-076	introdotto	docs/03_functional/07-fuori-perimetro.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-081	introdotto	docs/05_domain/01-linguaggio-ubiquo.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-086	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-090	introdotto	docs/03_functional/01-attori-e-ruoli.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	BR-091	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	BR-094	introdotto	docs/03_functional/01-attori-e-ruoli.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	BR-096	introdotto	docs/03_functional/04-regole-di-business.md	identificativo assegnato nella fase di ricerca; non ridefinito per intero in docs/, qui solo richiamato testualmente come regola cardine su cui si fonda l'area
2026-08-26	BR-100	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-101	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-102	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-103	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-104	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-105	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-106	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-107	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-108	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-109	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-110	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-111	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-112	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-113	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-114	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-115	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-116	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-117	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-118	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-119	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-120	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-121	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-122	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-123	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-124	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-125	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-126	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-127	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-130	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-131	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-132	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-133	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-134	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-135	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-136	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-137	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-138	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-139	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-140	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-141	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-142	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-143	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-144	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-145	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-150	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-151	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-152	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-153	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-154	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-155	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-156	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-157	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-158	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-160	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-161	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-162	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-163	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-164	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-165	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-166	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-167	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-168	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-170	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-171	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-172	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-173	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-174	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-175	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-176	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-177	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-178	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-179	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-180	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-181	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-182	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-183	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-184	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	BR-185	introdotto	docs/03_functional/04-regole-di-business.md	
2026-08-26	DM-01	introdotto	docs/05_domain/01-linguaggio-ubiquo.md	
2026-08-26	DM-02	introdotto	docs/05_domain/01-linguaggio-ubiquo.md	
2026-08-26	DM-03	introdotto	docs/05_domain/01-linguaggio-ubiquo.md	
2026-08-26	DM-04	introdotto	docs/05_domain/01-linguaggio-ubiquo.md	
2026-08-26	DM-05	introdotto	docs/05_domain/01-linguaggio-ubiquo.md	
2026-08-26	DM-06	introdotto	docs/05_domain/01-linguaggio-ubiquo.md	
2026-08-26	DM-10	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-11	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-12	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-13	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-14	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-15	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-16	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-17	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-18	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-19	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-20	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-21	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-22	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-23	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-24	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-25	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	DM-30	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	
2026-08-26	DM-31	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	
2026-08-26	DM-32	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	
2026-08-26	DM-33	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	
2026-08-26	DM-34	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	
2026-08-26	DM-35	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	
2026-08-26	DM-36	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	
2026-08-26	DM-37	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	
2026-08-26	DM-38	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	
2026-08-26	DM-39	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	
2026-08-26	DM-40	introdotto	docs/05_domain/04-documenti-clinici.md	
2026-08-26	DM-41	introdotto	docs/05_domain/04-documenti-clinici.md	
2026-08-26	DM-42	introdotto	docs/05_domain/04-documenti-clinici.md	
2026-08-26	DM-43	introdotto	docs/05_domain/04-documenti-clinici.md	
2026-08-26	DM-44	introdotto	docs/05_domain/04-documenti-clinici.md	
2026-08-26	DM-45	introdotto	docs/05_domain/04-documenti-clinici.md	
2026-08-26	DM-46	introdotto	docs/05_domain/04-documenti-clinici.md	
2026-08-26	DM-47	introdotto	docs/05_domain/04-documenti-clinici.md	
2026-08-26	DM-48	introdotto	docs/05_domain/04-documenti-clinici.md	
2026-08-26	DM-50	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-51	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-52	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-53	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-54	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-55	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
